,Location,latitude,longitude,Venue,Venue Latitude,Venue Longitude,Category,ZIP
0,NAPA,38.41069666247486,-122.29853512315688,Regusci Winery,38.39791701217118,-122.3138420267457,Winery,94558
1,NAPA,38.41069666247486,-122.29853512315688,Stag's Leap Wine Cellars,38.39894846287996,-122.3233330547871,Winery,94558
2,NAPA,38.41069666247486,-122.29853512315688,Clos Du Val Winery,38.38683234995138,-122.31268383996381,Winery,94558
3,NAPA,38.41069666247486,-122.29853512315688,Stags' Leap Manor,38.4141798656248,-122.32145077054545,Vineyard,94558
4,NAPA,38.41069666247486,-122.29853512315688,Pine Ridge Vineyards,38.40599672180325,-122.33137376953036,Vineyard,94558
5,NAPA,38.41069666247486,-122.29853512315688,Chimney Rock Winery,38.39051120721834,-122.31371919563249,Winery,94558
6,NAPA,38.41069666247486,-122.29853512315688,Robert Sinskey Vineyards,38.42526599492749,-122.33705052672825,Wine Bar,94558
7,NAPA,38.41069666247486,-122.29853512315688,Cliff Lede Vineyards,38.424206866230804,-122.3445161548612,Winery,94558
8,NAPA,38.41069666247486,-122.29853512315688,Silverado Vineyards,38.4123509986691,-122.33709416307995,Vineyard,94558
9,NAPA,38.41069666247486,-122.29853512315688,Hotel Yountville,38.3981281,-122.3577332,Hotel,94558
10,NAPA,38.41069666247486,-122.29853512315688,Bardessono,38.40294,-122.36031,Hotel,94558
11,NAPA,38.41069666247486,-122.29853512315688,Bouchon Bakery,38.40237205621243,-122.3619045464429,Bakery,94558
12,NAPA,38.41069666247486,-122.29853512315688,Paraduxx,38.43715871890862,-122.35143626221961,Winery,94558
13,NAPA,38.41069666247486,-122.29853512315688,Hagafen Cellars,38.36460911775188,-122.28948712060497,Winery,94558
14,NAPA,38.41069666247486,-122.29853512315688,Bouchon,38.40257641115427,-122.36207423122298,French Restaurant,94558
15,NAPA,38.41069666247486,-122.29853512315688,Villagio Inn & Spa,38.40012898582015,-122.35976186747644,Hotel,94558
16,NAPA,38.41069666247486,-122.29853512315688,Bistro Jeanty,38.4009610960337,-122.3598801572208,French Restaurant,94558
17,NAPA,38.41069666247486,-122.29853512315688,ad hoc,38.399189,-122.358514,New American Restaurant,94558
18,NAPA,38.41069666247486,-122.29853512315688,Black Stallion Winery,38.35985533471573,-122.29135831590598,Winery,94558
19,NAPA,38.41069666247486,-122.29853512315688,Bottega,38.40180080849876,-122.36243745499485,Italian Restaurant,94558
20,FAIRFIELD,38.279136990081774,-122.02594763759964,Heretic Brewing Company,38.27357925108347,-122.0153710887559,Brewery,94533
21,FAIRFIELD,38.279136990081774,-122.02594763759964,Texas Roadhouse,38.289624,-122.034869,Steakhouse,94533
22,FAIRFIELD,38.279136990081774,-122.02594763759964,Raley’s,38.289158402258266,-122.03325297083899,Supermarket,94533
23,FAIRFIELD,38.279136990081774,-122.02594763759964,In-Shape,38.28473,-122.02575,Gym / Fitness Center,94533
24,FAIRFIELD,38.279136990081774,-122.02594763759964,Paradise Valley Golf Club,38.29654803300422,-122.02436727874934,Golf Course,94533
25,FAIRFIELD,38.279136990081774,-122.02594763759964,Crossroad Burger,38.27262207196502,-122.01261508131292,Food Truck,94533
26,FAIRFIELD,38.279136990081774,-122.02594763759964,Chez Soul,38.24975894031171,-122.04614472447922,Southern / Soul Food Restaurant,94533
27,FAIRFIELD,38.279136990081774,-122.02594763759964,Chick-fil-A,38.2588498,-122.059867,Fast Food Restaurant,94533
28,FAIRFIELD,38.279136990081774,-122.02594763759964,Pho Saigon Vietnamese Restaurant,38.2649459534272,-122.03311463742108,Vietnamese Restaurant,94533
29,FAIRFIELD,38.279136990081774,-122.02594763759964,In-N-Out Burger,38.25731300003407,-122.06469833850862,Fast Food Restaurant,94533
30,FAIRFIELD,38.279136990081774,-122.02594763759964,Joe's Buffet,38.24945002244622,-122.04411799394259,Sandwich Place,94533
31,FAIRFIELD,38.279136990081774,-122.02594763759964,Trader Joe's,38.264088240053425,-122.05319166183472,Grocery Store,94533
32,FAIRFIELD,38.279136990081774,-122.02594763759964,Jimboy's Tacos,38.29109828730913,-122.03290339206308,Taco Place,94533
33,FAIRFIELD,38.279136990081774,-122.02594763759964,Crepes & More,38.24860730069737,-122.04439261141066,Creperie,94533
34,FAIRFIELD,38.279136990081774,-122.02594763759964,Michaels,38.26431354312385,-122.05054929722792,Arts & Crafts Store,94533
35,FAIRFIELD,38.279136990081774,-122.02594763759964,Starbucks,38.24941698,-122.0421021,Coffee Shop,94533
36,FAIRFIELD,38.279136990081774,-122.02594763759964,Bai Cebu Lechon,38.243395991782926,-122.03501366510044,Filipino Restaurant,94533
37,FAIRFIELD,38.279136990081774,-122.02594763759964,Dutch Bros. Coffee,38.24953789200898,-122.05311138593339,Coffee Shop,94533
38,FAIRFIELD,38.279136990081774,-122.02594763759964,China Palace,38.24973329312696,-122.04476968162895,Chinese Restaurant,94533
39,FAIRFIELD,38.279136990081774,-122.02594763759964,Yo Sushi,38.257155829151486,-122.0339928793289,Sushi Restaurant,94533
40,DIXON,38.43458523900027,-121.78152795417174,Pedrick Produce,38.489290443442336,-121.80486635581968,Fruit & Vegetable Store,95620
41,DIXON,38.43458523900027,-121.78152795417174,Dutch Bros. Coffee,38.468009218806564,-121.82301936148752,Coffee Shop,95620
42,DIXON,38.43458523900027,-121.78152795417174,Solano Baking Co,38.45708083921164,-121.84043176068435,Bakery,95620
43,DIXON,38.43458523900027,-121.78152795417174,Mary's Pizza Shack,38.456686491039314,-121.84390223856057,Pizza Place,95620
44,DIXON,38.43458523900027,-121.78152795417174,The Habit Burger Grill,38.45683639399292,-121.84183708465577,Burger Joint,95620
45,DIXON,38.43458523900027,-121.78152795417174,Cattlemens,38.47204867121495,-121.82394124321324,Steakhouse,95620
46,DIXON,38.43458523900027,-121.78152795417174,Buckhorn Bar & Grill,38.45392124660105,-121.82289653309444,Steakhouse,95620
47,DIXON,38.43458523900027,-121.78152795417174,Punjabi Dhaba,38.44362114069558,-121.8587737640081,Indian Restaurant,95620
48,DIXON,38.43458523900027,-121.78152795417174,Dixon Fruit Market,38.444016467501896,-121.85854703546926,Fruit & Vegetable Store,95620
49,DIXON,38.43458523900027,-121.78152795417174,Denny's,38.458319863573486,-121.8392787873745,Diner,95620
50,DIXON,38.43458523900027,-121.78152795417174,Bud's,38.445457435712974,-121.82265439310896,Bar,95620
51,DIXON,38.43458523900027,-121.78152795417174,CVS pharmacy,38.45539327863159,-121.82345212993506,Pharmacy,95620
52,DIXON,38.43458523900027,-121.78152795417174,7-Eleven,38.45588,-121.823033,Convenience Store,95620
53,DIXON,38.43458523900027,-121.78152795417174,Round Table Pizza,38.45382750034332,-121.823763,Pizza Place,95620
54,DIXON,38.43458523900027,-121.78152795417174,ampm,38.446223,-121.854228,Convenience Store,95620
55,DIXON,38.43458523900027,-121.78152795417174,Safeway,38.45694533781458,-121.83895424769617,Grocery Store,95620
56,DIXON,38.43458523900027,-121.78152795417174,La Cocina Mexicana Restaurante,38.46944339955857,-121.82171702729192,Mexican Restaurant,95620
57,DIXON,38.43458523900027,-121.78152795417174,Papa Murphy's,38.46960699356871,-121.82167253714793,Pizza Place,95620
58,DIXON,38.43458523900027,-121.78152795417174,Anytime Fitness,38.46616,-121.83079,Gym / Fitness Center,95620
59,DIXON,38.43458523900027,-121.78152795417174,Dollar Tree,38.45533408070919,-121.83746542802147,Discount Store,95620
60,SONOMA,38.27966645205023,-122.45660256822454,MacArthur Place,38.2840148164092,-122.4569824979052,Hotel,95476
61,SONOMA,38.27966645205023,-122.45660256822454,Sunflower Caffé,38.29343086899396,-122.4587040436981,Breakfast Spot,95476
62,SONOMA,38.27966645205023,-122.45660256822454,Broadway Market,38.27542318304914,-122.46065280988294,Convenience Store,95476
63,SONOMA,38.27966645205023,-122.45660256822454,Sonoma Tuesday Farmer's Market,38.2923112543174,-122.45778143405914,Farmers Market,95476
64,SONOMA,38.27966645205023,-122.45660256822454,Sonoma Plaza,38.29282912116972,-122.45769023895262,Plaza,95476
65,SONOMA,38.27966645205023,-122.45660256822454,The Girl & The Fig,38.293791258067394,-122.45871481169759,French Restaurant,95476
66,SONOMA,38.27966645205023,-122.45660256822454,Sweet Scoops,38.29338310629988,-122.45632858051322,Ice Cream Shop,95476
67,SONOMA,38.27966645205023,-122.45660256822454,Carneros Bistro & Wine Bar,38.2773504096662,-122.46053965097981,Wine Bar,95476
68,SONOMA,38.27966645205023,-122.45660256822454,El Dorado Kitchen,38.29359959915932,-122.45897233486174,American Restaurant,95476
69,SONOMA,38.27966645205023,-122.45660256822454,Sonoma Market,38.293369191828226,-122.46859451596875,Grocery Store,95476
70,SONOMA,38.27966645205023,-122.45660256822454,El Coyote Mexican Food,38.282559637821194,-122.45946496169744,Food Truck,95476
71,SONOMA,38.27966645205023,-122.45660256822454,Dutch Bros. Coffee,38.288214221992234,-122.45875911077619,Coffee Shop,95476
72,SONOMA,38.27966645205023,-122.45660256822454,Tasca Tasca,38.292191232222486,-122.45949581074296,Portuguese Restaurant,95476
73,SONOMA,38.27966645205023,-122.45660256822454,Ramekins Culinary School,38.29503524354238,-122.46671274928305,Restaurant,95476
74,SONOMA,38.27966645205023,-122.45660256822454,Highway 12 Winery - The Corner Store,38.293098623825166,-122.45667304501613,Wine Bar,95476
75,SONOMA,38.27966645205023,-122.45660256822454,Vella Cheese Company,38.29513870055198,-122.45397347914614,Cheese Shop,95476
76,SONOMA,38.27966645205023,-122.45660256822454,Cafe La Haye,38.291753,-122.455781,American Restaurant,95476
77,SONOMA,38.27966645205023,-122.45660256822454,Sebastiani Vineyards & Winery,38.29348761698693,-122.44921041948668,Winery,95476
78,SONOMA,38.27966645205023,-122.45660256822454,Sigh Champagne & Sparkling,38.292167,-122.459514,Wine Bar,95476
79,SONOMA,38.27966645205023,-122.45660256822454,Harvest Moon Cafe,38.29236488859305,-122.45906266368371,American Restaurant,95476
80,NAPA,38.26626477073267,-122.31141393547126,Boon Fly Cafe,38.25538582692384,-122.33251959085464,Restaurant,94559
81,NAPA,38.26626477073267,-122.31141393547126,The Carneros Inn,38.25613932031068,-122.33372750737473,Hotel,94559
82,NAPA,38.26626477073267,-122.31141393547126,"FARM, The Carneros Inn",38.25553692119987,-122.33517725094525,American Restaurant,94559
83,NAPA,38.26626477073267,-122.31141393547126,Southside,38.28800973551783,-122.30983160629994,Café,94559
84,NAPA,38.26626477073267,-122.31141393547126,Etude Wines,38.24649135601299,-122.3146144175003,Vineyard,94559
85,NAPA,38.26626477073267,-122.31141393547126,Domaine Carneros,38.25555610245382,-122.35110608413228,Winery,94559
86,NAPA,38.26626477073267,-122.31141393547126,Carneros Resort and Spa,38.2583851,-122.3147365,Clothing Store,94559
87,NAPA,38.26626477073267,-122.31141393547126,Artesa Vineyards & Winery,38.26924592130427,-122.35641545194058,Winery,94559
88,NAPA,38.26626477073267,-122.31141393547126,In-N-Out Burger,38.28116053010993,-122.27619655502608,Burger Joint,94559
89,NAPA,38.26626477073267,-122.31141393547126,Andaz Napa - A Concept By Hyatt,38.29746626386512,-122.28925109234349,Hotel,94559
90,NAPA,38.26626477073267,-122.31141393547126,Cinemark Napa Valley,38.28269761326868,-122.28042160180414,Movie Theater,94559
91,NAPA,38.26626477073267,-122.31141393547126,Zuzu,38.29822907949271,-122.28471980130121,Tapas Restaurant,94559
92,NAPA,38.26626477073267,-122.31141393547126,The Shed,38.25945603774034,-122.30715818771199,BBQ Joint,94559
93,NAPA,38.26626477073267,-122.31141393547126,Fuller Park,38.29340592786608,-122.29306697845459,Playground,94559
94,NAPA,38.26626477073267,-122.31141393547126,Bottlerock Napa Valley,38.296950675841074,-122.27730446052254,Music Venue,94559
95,NAPA,38.26626477073267,-122.31141393547126,Archer Hotel Napa,38.29832386130494,-122.2869801521149,Hotel,94559
96,NAPA,38.26626477073267,-122.31141393547126,Cole's Chop House,38.30016338387468,-122.28609463964015,Steakhouse,94559
97,NAPA,38.26626477073267,-122.31141393547126,Bounty Hunter Wine Bar & Smokin' BBQ,38.29930665490534,-122.28529302248346,BBQ Joint,94559
98,NAPA,38.26626477073267,-122.31141393547126,Oxbow Public Market,38.30172130503793,-122.28159045278363,Farmers Market,94559
99,NAPA,38.26626477073267,-122.31141393547126,Alexis Baking Company,38.295538838990694,-122.28879332131028,Breakfast Spot,94559
100,PETALUMA,38.23367286434917,-122.59216189085663,Mr Pickles Sandwich Shop,38.23339769299308,-122.59949326515196,Sandwich Place,94954
101,PETALUMA,38.23367286434917,-122.59216189085663,Shollenberger Park,38.22920442299418,-122.5982146081447,Park,94954
102,PETALUMA,38.23367286434917,-122.59216189085663,In-N-Out Burger,38.23471625494802,-122.62087154216941,Burger Joint,94954
103,PETALUMA,38.23367286434917,-122.59216189085663,Hector's pizza,38.23543274712612,-122.6019412826523,Pizza Place,94954
104,PETALUMA,38.23367286434917,-122.59216189085663,Lucchesi's Deli,38.24853186970339,-122.6237660219822,Deli / Bodega,94954
105,PETALUMA,38.23367286434917,-122.59216189085663,Lily Kai,38.23325863975501,-122.59949058294295,Chinese Restaurant,94954
106,PETALUMA,38.23367286434917,-122.59216189085663,Aqus Cafe,38.23128643625413,-122.63132019114644,Café,94954
107,PETALUMA,38.23367286434917,-122.59216189085663,Trader Joe's,38.24888644538771,-122.6291903313211,Grocery Store,94954
108,PETALUMA,38.23367286434917,-122.59216189085663,La Azteca Taqueria,38.23524081901247,-122.60211121636011,Mexican Restaurant,94954
109,PETALUMA,38.23367286434917,-122.59216189085663,Acre Coffee,38.232963677460745,-122.63994634151457,Coffee Shop,94954
110,PETALUMA,38.23367286434917,-122.59216189085663,Central Market Restaurant,38.23405974075211,-122.64016550439027,New American Restaurant,94954
111,PETALUMA,38.23367286434917,-122.59216189085663,BevMo!,38.24193221323603,-122.62338417790988,Liquor Store,94954
112,PETALUMA,38.23367286434917,-122.59216189085663,Brewster's Beer Garden,38.23659219050324,-122.6412841172234,Brewery,94954
113,PETALUMA,38.23367286434917,-122.59216189085663,Wild Goat Bistro,38.23393501944804,-122.63896891223592,Pizza Place,94954
114,PETALUMA,38.23367286434917,-122.59216189085663,Sprouts Farmers Market,38.24276421251505,-122.62378871440887,Grocery Store,94954
115,PETALUMA,38.23367286434917,-122.59216189085663,Acre Coffee,38.24958798678378,-122.62868771054802,Coffee Shop,94954
116,PETALUMA,38.23367286434917,-122.59216189085663,El Roy's,38.239758880229445,-122.63402839356115,Mexican Restaurant,94954
117,PETALUMA,38.23367286434917,-122.59216189085663,Ernie's Tin Bar,38.212254350837405,-122.54918833813353,Bar,94954
118,PETALUMA,38.23367286434917,-122.59216189085663,Della Fattoria,38.23498706557051,-122.64089393479324,Bakery,94954
119,PETALUMA,38.23367286434917,-122.59216189085663,Cucina Paradiso,38.23450129092754,-122.64039029354537,Italian Restaurant,94954
120,RIO VISTA,38.18966702130298,-121.74626206788162,Trilogy Golf Club,38.181133575256055,-121.71760044164158,Golf Course,94571
121,RIO VISTA,38.18966702130298,-121.74626206788162,Tortilla Flats,38.16092168612116,-121.69546520868687,Mexican Restaurant,94571
122,RIO VISTA,38.18966702130298,-121.74626206788162,Lucy's Cafe,38.15578952481895,-121.69096006706843,Italian Restaurant,94571
123,RIO VISTA,38.18966702130298,-121.74626206788162,Delta Farmer's Market,38.15429041454332,-121.6757585936825,Farmers Market,94571
124,RIO VISTA,38.18966702130298,-121.74626206788162,Lira's Super Market,38.16042840665548,-121.69473238731906,Grocery Store,94571
125,RIO VISTA,38.18966702130298,-121.74626206788162,"The Point, Rio vista",38.14862672697939,-121.69177357629628,Cocktail Bar,94571
126,RIO VISTA,38.18966702130298,-121.74626206788162,Foster's Bighorn,38.155947658506,-121.69145612942363,American Restaurant,94571
127,RIO VISTA,38.18966702130298,-121.74626206788162,Cafe Rio,38.16119733251302,-121.69675215167719,American Restaurant,94571
128,RIO VISTA,38.18966702130298,-121.74626206788162,Subway,38.16098083,-121.696094,Sandwich Place,94571
129,RIO VISTA,38.18966702130298,-121.74626206788162,Family Dollar,38.161631990764214,-121.69879674911499,Discount Store,94571
130,RIO VISTA,38.18966702130298,-121.74626206788162,Pizza Factory,38.15649376123439,-121.69184938560741,Pizza Place,94571
131,RIO VISTA,38.18966702130298,-121.74626206788162,Brannan Island State Recreation Area,38.11180174971569,-121.6974449157715,State / Provincial Park,94571
132,RIO VISTA,38.18966702130298,-121.74626206788162,KFC,38.161883638311814,-121.69898405841559,Fried Chicken Joint,94571
133,RIO VISTA,38.18966702130298,-121.74626206788162,Shell,38.1603140221218,-121.69219785910624,Gas Station,94571
134,RIO VISTA,38.18966702130298,-121.74626206788162,Herbalife Distributor Jim and Juddy Dexter,38.18636,-121.72278,Food,94571
135,RIO VISTA,38.18966702130298,-121.74626206788162,Lakeside Grille,38.182901,-121.719763,Food,94571
136,RIO VISTA,38.18966702130298,-121.74626206788162,Memo's at the Point,38.15015000269177,-121.69180154800414,Mexican Restaurant,94571
137,RIO VISTA,38.18966702130298,-121.74626206788162,Taco Bell,38.1619402730683,-121.6990793352076,Fast Food Restaurant,94571
138,RIO VISTA,38.18966702130298,-121.74626206788162,McDonald's,38.160967,-121.690675,Fast Food Restaurant,94571
139,RIO VISTA,38.18966702130298,-121.74626206788162,Hwy 12 Diner,38.16120176518078,-121.69718742370605,Diner,94571
140,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Dunkin',38.18536001247456,-122.25354567687327,Donut Shop,94503
141,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Country Creamery,38.16527949090634,-122.25468505032467,Ice Cream Shop,94503
142,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Jamieson Ranch Vineyards,38.22039737586654,-122.22910210728848,Vineyard,94503
143,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Medusa,38.140436316519406,-122.2335097278524,Theme Park Ride / Attraction,94503
144,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Starbucks,38.131954,-122.25552,Coffee Shop,94503
145,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Thai Kitchen,38.1698379527603,-122.25382763648096,Thai Restaurant,94503
146,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Chick-fil-A,38.1360688,-122.2144438,Fast Food Restaurant,94503
147,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Pho Noodle House #1,38.12667409076758,-122.25595335640453,Vietnamese Restaurant,94503
148,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Chardonnay Golf Club,38.21607700879429,-122.23599384922868,Golf Course,94503
149,AMERICAN CANYON,38.182078862017136,-122.24735876683401,The Joker,38.13797842217133,-122.2312031911961,Theme Park Ride / Attraction,94503
150,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Tacos Michoacan,38.177677230052275,-122.25504041257865,Mexican Restaurant,94503
151,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Six Flags Discovery Kingdom,38.13860916558435,-122.2329467107271,Theme Park,94503
152,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Mid City Nursery,38.17269662978713,-122.25427981076037,Flower Shop,94503
153,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Vaishnu Express Cafe,38.13691959907721,-122.25511694217525,Indian Restaurant,94503
154,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Eagle Vines Golf Course,38.221165430960575,-122.25326760788512,Golf Course,94503
155,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Costco Wholesale,38.13347954731911,-122.21366359946035,Warehouse Store,94503
156,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Black Bear Diner,38.1346718430423,-122.22114819138957,Diner,94503
157,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Baskin-Robbins,38.147345305391,-122.25453401925772,Ice Cream Shop,94503
158,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Cha-Am,38.134759490931486,-122.21895626829112,Thai Restaurant,94503
159,AMERICAN CANYON,38.182078862017136,-122.24735876683401,Starbread Bakery,38.12530038959422,-122.25408578604366,Bakery,94503
160,NOVATO,38.06832870894702,-122.54143834619894,Sushi Tri,38.06725593008417,-122.538887029309,Sushi Restaurant,94949
161,NOVATO,38.06832870894702,-122.54143834619894,Arun Thai Restaurant,38.07447654568656,-122.53831459725713,Thai Restaurant,94949
162,NOVATO,38.06832870894702,-122.54143834619894,In-N-Out Burger,38.08941440078668,-122.55471169594625,Burger Joint,94949
163,NOVATO,38.06832870894702,-122.54143834619894,Rickey's,38.070480780842836,-122.5398067043583,American Restaurant,94949
164,NOVATO,38.06832870894702,-122.54143834619894,The Marin Humane Society,38.06832128752734,-122.53641993787689,Animal Shelter,94949
165,NOVATO,38.06832870894702,-122.54143834619894,Super Duper Burgers,38.06329288216222,-122.53320500000001,Burger Joint,94949
166,NOVATO,38.06832870894702,-122.54143834619894,Bel Marin Keys,38.08222120337753,-122.52315566674056,Trail,94949
167,NOVATO,38.06832870894702,-122.54143834619894,Michael's Sourdough Sandwiches,38.0705383674955,-122.53180842723428,Sandwich Place,94949
168,NOVATO,38.06832870894702,-122.54143834619894,Marin Country Club,38.06477169084626,-122.56471267316067,Golf Course,94949
169,NOVATO,38.06832870894702,-122.54143834619894,Nugget Market,38.067153188359725,-122.54300632279462,Supermarket,94949
170,NOVATO,38.06832870894702,-122.54143834619894,Toast,38.06355088945566,-122.53330201632642,American Restaurant,94949
171,NOVATO,38.06832870894702,-122.54143834619894,Indian Valley Open Space Preserve,38.07585770005541,-122.57453742398373,Trail,94949
172,NOVATO,38.06832870894702,-122.54143834619894,Chick-fil-A,38.0940794,-122.5574932,Fast Food Restaurant,94949
173,NOVATO,38.06832870894702,-122.54143834619894,Nekter Juice Bar,38.063895,-122.533741,Juice Bar,94949
174,NOVATO,38.06832870894702,-122.54143834619894,HopMonk Tavern,38.088616715051906,-122.55341409911155,Brewery,94949
175,NOVATO,38.06832870894702,-122.54143834619894,Taki Japanese Restaurant,38.0676513310249,-122.54193263812122,Japanese Restaurant,94949
176,NOVATO,38.06832870894702,-122.54143834619894,Hamilton Community Pool,38.0532522601268,-122.5124868107402,Pool,94949
177,NOVATO,38.06832870894702,-122.54143834619894,Mi Pueblo,38.10721164701451,-122.56914053316508,Mexican Restaurant,94949
178,NOVATO,38.06832870894702,-122.54143834619894,Tuttimelon,38.091062755917456,-122.5546806888047,Dessert Shop,94949
179,NOVATO,38.06832870894702,-122.54143834619894,Whole Foods Market,38.1057808707712,-122.56601046991533,Grocery Store,94949
180,NOVATO,38.11857449134147,-122.56107723215895,Mi Pueblo,38.10721164701451,-122.56914053316508,Mexican Restaurant,94945
181,NOVATO,38.11857449134147,-122.56107723215895,Rustic Bakery,38.10836721704653,-122.574706762707,Bakery,94945
182,NOVATO,38.11857449134147,-122.56107723215895,Whole Foods Market,38.1057808707712,-122.56601046991533,Grocery Store,94945
183,NOVATO,38.11857449134147,-122.56107723215895,Masa's,38.106914904025636,-122.56686136435897,Sushi Restaurant,94945
184,NOVATO,38.11857449134147,-122.56107723215895,Marvin's Restaurant,38.107959134103574,-122.57180543043742,Breakfast Spot,94945
185,NOVATO,38.11857449134147,-122.56107723215895,BeerCraft,38.10829327575745,-122.5697039970797,Beer Bar,94945
186,NOVATO,38.11857449134147,-122.56107723215895,Creekside Bakery,38.108007512801706,-122.57951960288992,Bakery,94945
187,NOVATO,38.11857449134147,-122.56107723215895,Trader Joe's,38.11167003068409,-122.56781051666225,Grocery Store,94945
188,NOVATO,38.11857449134147,-122.56107723215895,Italian Delite,38.10661680614772,-122.57108441977549,Sandwich Place,94945
189,NOVATO,38.11857449134147,-122.56107723215895,In-N-Out Burger,38.08941440078668,-122.55471169594625,Burger Joint,94945
190,NOVATO,38.11857449134147,-122.56107723215895,Mt. Burdell,38.12170750916837,-122.58436148764815,Trail,94945
191,NOVATO,38.11857449134147,-122.56107723215895,Baskin-Robbins,38.10914785731854,-122.58001546353312,Ice Cream Shop,94945
192,NOVATO,38.11857449134147,-122.56107723215895,Ghiringhelli Pizzeria Grill & Bar,38.09776902540019,-122.57135677933867,Italian Restaurant,94945
193,NOVATO,38.11857449134147,-122.56107723215895,The Habit Burger Grill,38.102403,-122.571616,Burger Joint,94945
194,NOVATO,38.11857449134147,-122.56107723215895,My Thai,38.106908441434186,-122.56679557321742,Thai Restaurant,94945
195,NOVATO,38.11857449134147,-122.56107723215895,Chick-fil-A,38.0940794,-122.5574932,Fast Food Restaurant,94945
196,NOVATO,38.11857449134147,-122.56107723215895,Hilltop 1892,38.10222075525856,-122.56748361793805,American Restaurant,94945
197,NOVATO,38.11857449134147,-122.56107723215895,La Hacienda Taqueria,38.108301482957714,-122.57453021374972,Mexican Restaurant,94945
198,NOVATO,38.11857449134147,-122.56107723215895,Chao Praya,38.09889202017021,-122.571142392018,Thai Restaurant,94945
199,NOVATO,38.11857449134147,-122.56107723215895,Batika India Bistro,38.10732769658362,-122.56829288651345,Indian Restaurant,94945
200,BIRDS LANDING,38.14587761485102,-121.86555065591735,Western Railway Museum,38.203850686797175,-121.87468660909592,History Museum,94512
201,BIRDS LANDING,38.14587761485102,-121.86555065591735,Birds Landing Tavern,38.133177,-121.870646,Bar,94512
202,BIRDS LANDING,38.14587761485102,-121.86555065591735,Turbines,38.191995858920244,-121.85911027335403,Mountain,94512
203,BIRDS LANDING,38.14587761485102,-121.86555065591735,Low Rate Locksmith -Walnut Creek,38.07186238597816,-121.86130106449127,Home Service,94512
204,BIRDS LANDING,38.14587761485102,-121.86555065591735,Spinner Island,38.071683,-121.875455,Harbor / Marina,94512
205,BIRDS LANDING,38.14587761485102,-121.86555065591735,On The Boat,38.066367,-121.85187,Lake,94512
206,VALLEJO,38.10906412132789,-122.20405694125408,Sac's Tasty Hot Dogs,38.105883619888594,-122.21155477977653,Hot Dog Joint,94591
207,VALLEJO,38.10906412132789,-122.20405694125408,Joy of Eating Cafe,38.10616593195423,-122.22167003950075,Breakfast Spot,94591
208,VALLEJO,38.10906412132789,-122.20405694125408,El Tesoro Mazatlan,38.09474306018974,-122.22868789457914,Mexican Restaurant,94591
209,VALLEJO,38.10906412132789,-122.20405694125408,Blue Rock Springs Park,38.125492891674725,-122.19066563569105,Park,94591
210,VALLEJO,38.10906412132789,-122.20405694125408,Chick-fil-A,38.1360688,-122.2144438,Fast Food Restaurant,94591
211,VALLEJO,38.10906412132789,-122.20405694125408,Hummingbird Bakery & Dessert Bar,38.105813670663366,-122.21816193142871,Cupcake Shop,94591
212,VALLEJO,38.10906412132789,-122.20405694125408,In-Shape,38.08143,-122.23288,Gym / Fitness Center,94591
213,VALLEJO,38.10906412132789,-122.20405694125408,Blue Rock Golf Course,38.121775124197725,-122.19253344820443,Golf Course,94591
214,VALLEJO,38.10906412132789,-122.20405694125408,Costco Wholesale,38.13347954731911,-122.21366359946035,Warehouse Store,94591
215,VALLEJO,38.10906412132789,-122.20405694125408,In-N-Out Burger,38.12486600683511,-122.22777541124313,Burger Joint,94591
216,VALLEJO,38.10906412132789,-122.20405694125408,Pho Noodle House #1,38.12667409076758,-122.25595335640453,Vietnamese Restaurant,94591
217,VALLEJO,38.10906412132789,-122.20405694125408,Medusa,38.140436316519406,-122.2335097278524,Theme Park Ride / Attraction,94591
218,VALLEJO,38.10906412132789,-122.20405694125408,Quickly,38.133957049677264,-122.2191578291574,Asian Restaurant,94591
219,VALLEJO,38.10906412132789,-122.20405694125408,Vallejo Farmers' Market,38.10113232037377,-122.25641851285876,Farmers Market,94591
220,VALLEJO,38.10906412132789,-122.20405694125408,Cha-Am,38.134759490931486,-122.21895626829112,Thai Restaurant,94591
221,VALLEJO,38.10906412132789,-122.20405694125408,Black Bear Diner,38.1346718430423,-122.22114819138957,Diner,94591
222,VALLEJO,38.10906412132789,-122.20405694125408,China Wok,38.101548629753836,-122.25817858804461,Chinese Restaurant,94591
